id,label,references,numberofsubjects,degree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
n2554,Chinese--foreign Countries.,3,3,2,5.0,7.0,0.28034317436285644,0.3009108053662499,0.0,2,2.797847344947907E-4,0,1.0,1,0.018514731360572034
n2555,Stowaways.,2,2,1,2.0,7.0,0.2780976220275344,0.297895503836097,0.0,2,1.9113154037459455E-4,0,0.0,0,0.014339004309585745
n2557,Venezuela--emigration And Immigration.,4,4,1,3.0,1.0,1.0,1.0,0.0,53,6.915629492141309E-4,38,0.0,0,4.243364407010856E-4
n2560,Canary Islands--emigration And Immigration.,6,6,2,6.0,9.0,0.18018164125851444,0.18739802551683488,1109.9999999999998,51,5.565119492933215E-4,0,0.0,0,0.0012452245085145851
n2563,Immigrants--spain.,2,2,1,2.0,9.0,0.18012321660181582,0.18679796551083427,0.0,51,2.672967671215942E-4,0,0.0,0,8.178597681442972E-4
n2567,Zapotec Indians--united States--biography.,2,2,3,6.0,8.0,0.2097809667673716,0.22124641035531845,0.0,59,4.1829809444900363E-4,0,1.0,3,0.003354903736963477
n2568,"Foreign Workers, Mexican--united States--biography.",2,2,3,6.0,8.0,0.2097809667673716,0.22124641035531845,0.0,59,4.1829809444900363E-4,0,1.0,3,0.003354903736963477
n2569,"Pérez, Ramón--(tianguis)",2,2,3,6.0,8.0,0.2097809667673716,0.22124641035531845,0.0,59,4.1829809444900363E-4,0,1.0,3,0.003354903736963477
n2573,Foreign Workers--japan.,5,5,2,5.0,2.0,0.5714285714285714,0.625,0.0,25,5.768624130695434E-4,21,1.0,1,0.001244331586097607
n2575,Emigration And Immigration Law--germany.,3,3,1,3.0,8.0,0.23810544363480496,0.25090544768762446,0.0,42,2.6521570113487603E-4,0,0.0,0,0.0020682467831561802
n2591,"Asylum, Right Of--european Union Countries.",10,10,10,38.0,9.0,0.19037011651816313,0.20549197776920222,0.6666666666666666,15,9.021275266816512E-4,0,0.9111111111111111,41,0.014234967672725736
n2595,Illegal Aliens--european Union Countries,2,2,3,6.0,8.0,0.23174801835627867,0.24495520980669352,0.0,15,4.095057488435954E-4,0,1.0,3,0.005041605754150235
n2596,European Union Countries--emigration And Immigration,2,2,3,6.0,8.0,0.23174801835627867,0.24495520980669352,0.0,15,4.095057488435955E-4,0,1.0,3,0.005041605754150235
n2649,Social Movements--france.,3,3,1,2.0,10.0,0.16362297496318115,0.1716675238952449,0.0,42,2.472487494104831E-4,0,0.0,0,0.0012042433836112218
n2651,Amnesty--economic Aspects--united States.,2,2,1,2.0,1.0,1.0,1.0,0.0,54,6.915629492141309E-4,45,0.0,0,4.243364407010856E-4
n2652,Illegal Aliens--law And Legislation--united States.,3,3,1,2.0,1.0,1.0,1.0,0.0,54,6.915629492141309E-4,45,0.0,0,4.243364407010856E-4
n2657,Illegal Aliens--employment--government Policy--united States.,12,12,9,41.0,7.0,0.28501795792714213,0.3148407697912631,118.10136459125773,0,7.669151286987881E-4,0,0.6388888888888888,23,0.07212675857246578
n2671,Illegal Aliens--belgium--brussels.,3,3,1,2.0,1.0,1.0,1.0,0.0,55,6.915629492141309E-4,46,0.0,0,4.243364407010856E-4
n2686,Amnesty--government Policy--united States.,7,7,6,15.0,7.0,0.3217492035910802,0.35969954138270727,1006.8117353446382,22,6.151086142003777E-4,0,0.5333333333333333,8,0.1166230693753388
n2691,Border Patrols--economic Aspects--mexican-american Border Region.,3,3,3,6.0,7.0,0.24815724815724816,0.2674574600317161,2217.9999999999995,56,5.672198890354E-4,0,0.3333333333333333,1,0.010021068256909547
n2692,Wage Differentials--mexican-american Border Region--econometric Models.,2,2,2,4.0,8.0,0.19889008234872896,0.20906626376923146,0.0,56,4.599073369762432E-4,0,1.0,1,0.001259419606866424
n2693,Illegal Aliens--employment--united States--econometric Models.,2,2,2,4.0,8.0,0.19889008234872896,0.20906626376923146,0.0,56,4.599073369762432E-4,0,1.0,1,0.001259419606866424
n2696,United States--emigration And Immigration--government Policy--juvenile Literature.,4,4,7,17.0,7.0,0.32193567082005214,0.3602996013887079,162.69878284253417,0,6.753442064362619E-4,0,0.6666666666666666,14,0.12431123115441058
n2706,Australia--politics And Government--1945-,2,2,2,4.0,8.0,0.1991753316600932,0.21104110411040816,0.0,49,3.1484307611565304E-4,0,1.0,1,0.002776889189117092
n2719,Films For The Hearing Impaired.,8,8,3,7.0,7.0,0.3102485339290701,0.3398225536839373,2774.7893126682607,5,3.9634992939912217E-4,0,0.3333333333333333,1,0.04251259434597625
n2732,Educational Equalization--united States.,2,2,1,2.0,8.0,0.22724483534465126,0.2368254682611102,0.0,29,2.1636773416086076E-4,0,0.0,0,0.0017457328612872547
n2733,Children Of Illegal Aliens--education--law And Legislation--united States.,6,6,3,8.0,7.0,0.2733759842519685,0.2920556341348413,0.0,29,3.743584268442059E-4,0,1.0,3,0.017923888636710995
n2742,Immigrant Youth--political Activity--united States.,3,3,4,11.0,8.0,0.23871938117748173,0.2540879087908777,0.0,57,5.806629526433622E-4,0,1.0,6,0.004678264009002465
n2743,Immigrant Youth--civil Rights--united States.,3,3,4,11.0,8.0,0.23871938117748173,0.2540879087908777,0.0,57,5.806629526433622E-4,0,1.0,6,0.004678264009002465
n2745,Youth Protest Movements--united States.,3,3,4,11.0,8.0,0.23871938117748173,0.2540879087908777,0.0,57,5.806629526433622E-4,0,1.0,6,0.004678264009002465
n2773,Illegal Aliens--turkey.,7,7,6,16.0,7.0,0.2804847260792729,0.3027559898847016,3324.5,2,8.548671396279433E-4,0,0.3333333333333333,5,0.024949730234142486
n2774,Turkey--emigration And Immigration.,5,5,3,9.0,7.0,0.28027245206861756,0.30140585487120036,0.0,2,3.877889280482681E-4,0,1.0,3,0.023522766576676915
n2776,Trucking--mexican-american Border Region.,4,4,10,38.0,7.0,0.2780976220275344,0.29996785392824904,0.0,29,7.894458190922047E-4,0,1.0,45,0.04765532424787434
n2777,Latin Americans--crimes Against--mexican-american Border Region.,4,4,10,38.0,7.0,0.2780976220275344,0.29996785392824904,0.0,29,7.894458190922047E-4,0,1.0,45,0.04765532424787434
n2778,Immigrants--crimes Against--mexican-american Border Region.,5,5,10,41.0,7.0,0.2780976220275344,0.29996785392824904,0.0,29,7.894458190922047E-4,0,1.0,45,0.04765532424787433
n2779,Mexicans--crimes Against--mexican-american Border Region.,8,8,12,53.0,7.0,0.2929079883996836,0.32332304659037125,141.6515192551246,29,9.383999458173367E-4,0,0.803030303030303,53,0.0740647200451287
n2780,Illegal Aliens--crimes Against--mexican-american Border Region.,20,20,16,89.0,7.0,0.3170662100456621,0.35504907633620225,1129.8880873465107,29,0.0012998350956689225,0,0.525,63,0.11612564232719488
n2784,Smuggling--european Union Countries.,3,3,6,14.0,9.0,0.19023972602739725,0.20369179775120044,0.0,15,5.852766033269112E-4,0,1.0,15,0.009591648525889965
n2786,"Refugees--legal Status, Laws, Etc.--european Union Countries.",3,3,10,24.0,9.0,0.19037011651816313,0.20549197776920222,0.6666666666666666,15,9.021275266816512E-4,0,0.9111111111111111,41,0.014234967672725739
n2787,Border Patrols--european Union Countries.,4,4,10,27.0,9.0,0.19037011651816313,0.20549197776920222,0.6666666666666666,15,9.021275266816512E-4,0,0.9111111111111111,41,0.014234967672725736
n2793,Child Prostitution.,2,2,4,8.0,8.0,0.22246696035242292,0.23507350735073304,0.0,2,4.2972549696730297E-4,0,1.0,6,0.008041966539349193
n2794,Children--crimes Against.,4,4,9,21.0,7.0,0.28147960476311124,0.3052462389096042,247.61924147419685,2,8.5037771525232E-4,0,0.75,27,0.035549498840280164
n2797,Human Smuggling--prevention.,4,4,7,19.0,7.0,0.28334608518235144,0.30646136042175554,6.959444064707222,2,6.833239736851171E-4,0,0.9047619047619048,19,0.03366606019001003
n2798,Women--crimes Against.,4,4,9,21.0,7.0,0.28147960476311124,0.3052462389096042,247.61924147419685,2,8.503777152523199E-4,0,0.75,27,0.035549498840280164
n2800,Sex Crimes.,3,3,5,11.0,7.0,0.28205128205128205,0.304091123398053,0.0,2,5.181399847470999E-4,0,1.0,10,0.030188403692328263
n2818,Employee Screening--government Policy--united States.,9,9,8,37.0,7.0,0.28414322250639384,0.312740559770261,95.55426909822232,0,6.96310921965077E-4,0,0.7142857142857143,20,0.060864053731235004
n2824,Illegal Aliens--government Policy--european Union Countries.,10,10,5,17.0,8.0,0.23252406864796987,0.24758047233294617,596.4000000000002,15,6.003080674706746E-4,0,0.5,5,0.007699457946434772
n2834,Taiwan--emigration And Immigration.,4,4,2,5.0,7.0,0.24449823943661972,0.2606060606060597,0.0,0,3.345871256940659E-4,0,1.0,1,0.004766164945737297
n2835,Illegal Aliens--government Policy.,7,7,4,10.0,7.0,0.28985129141664495,0.3065749432086055,220.62156367039145,2,4.552904348456567E-4,0,0.6666666666666666,4,0.017112139896485617
n2837,Japan--emigration And Immigration.,3,3,1,2.0,2.0,0.5333333333333333,0.5625,0.0,25,3.316958884615479E-4,21,0.0,0,7.552192061294516E-4
n2857,Illegal Aliens--germany--social Conditions.,9,9,5,12.0,8.0,0.24073672806067173,0.2571610732501808,27150.0,42,8.661168241446815E-4,0,0.4,4,0.00518563871646863
n2858,Germany--emigration And Immigration--government Policy.,7,7,2,7.0,8.0,0.23815648445873527,0.25135549269212487,0.0,42,4.3064877217027184E-4,0,1.0,1,0.0027021265148455824
n2862,"Hispanic Americans--legal Status, Laws, Etc.",4,4,4,9.0,7.0,0.29045751633986927,0.32138142385666923,0.0,22,4.4606487583464204E-4,0,1.0,6,0.055071139454053626
n2868,Human Trafficking--spain.,7,7,3,10.0,9.0,0.18021086780210868,0.18784807052133531,1109.9999999999998,51,7.343622167764815E-4,0,0.3333333333333333,1,0.0017412223074107513
n2881,Latin Americans--united States--social Conditions.,3,3,5,10.0,7.0,0.2939153439153439,0.3265869444087248,0.0,59,4.67147720627557E-4,0,1.0,10,0.07458943006310231
n2883,Married People--fiction.,2,2,7,14.0,8.0,0.23851438385573207,0.26613625648278944,0.0,6,7.287934822772679E-4,0,1.0,21,0.019900893704262755
n2884,Ethnic Relations--fiction.,3,3,7,15.0,8.0,0.23851438385573207,0.26613625648278944,0.0,6,7.287934822772677E-4,0,1.0,21,0.019900893704262762
n2885,Arabs--foreign Countries--fiction.,2,2,7,14.0,8.0,0.23851438385573207,0.26613625648278944,0.0,6,7.287934822772677E-4,0,1.0,21,0.019900893704262762
n2886,Children Of The Rich--fiction.,4,4,12,27.0,8.0,0.23877068557919623,0.26838648150529165,20.0,6,0.0012018968607209464,0,0.5454545454545454,36,0.025705845997302815
n2887,Women--arab Countries--fiction.,2,2,7,14.0,8.0,0.23851438385573207,0.26613625648278944,0.0,6,7.287934822772677E-4,0,1.0,21,0.019900893704262762
n2888,Arab Countries--fiction.,2,2,7,14.0,8.0,0.23851438385573207,0.26613625648278944,0.0,6,7.287934822772679E-4,0,1.0,21,0.019900893704262762
n2891,Mexico--foreign Economic Relations--united States.,7,7,7,21.0,7.0,0.3085254096084421,0.34007757918648773,554.5,0,6.650968417562692E-4,0,0.7619047619047619,16,0.06579772814852484
n2892,Immigrants--united States--history.,3,3,1,2.0,7.0,0.3067366096079514,0.33520209163773285,0.0,0,1.8814893896410855E-4,0,0.0,0,0.037990497084496054
n2893,United States--foreign Economic Relations--mexico.,7,7,7,21.0,7.0,0.3085254096084421,0.34007757918648773,554.5,0,6.650968417562691E-4,0,0.7619047619047619,16,0.06579772814852482
n2895,Illegal Aliens--united States--history.,5,5,5,11.0,7.0,0.29030572249804026,0.3211864043547194,2218.0,58,6.594493395235554E-4,0,0.4,4,0.05625509295562506
n2897,United States--emigration And Immigration--history.,5,5,5,12.0,7.0,0.3190695002871913,0.35575414684325335,223.8563499452043,0,5.214794457772512E-4,0,0.8,8,0.10044765384580844
n2909,Colombians--united States.,2,2,3,6.0,6.0,0.31094318499860063,0.3407440744074383,0.0,0,3.660392878491166E-4,0,1.0,3,0.060676408084726546
n2918,"Haro, Eusebio De.",3,3,4,8.0,7.0,0.30826859045504995,0.338502421670736,120.36024286428847,29,4.1798462812194393E-4,0,0.6666666666666666,4,0.04983803201773526
n2919,"Foreign Workers, Mexican--united States--social Conditions.",4,4,3,6.0,7.0,0.2670031242489786,0.28512065492263444,9.068625818625819,29,3.2959391364914266E-4,0,0.3333333333333333,1,0.01714709943902656
n2921,Mexican-american Border Region--emigration And Immigration.,7,7,5,12.0,7.0,0.31852064220183485,0.35500407183575255,260.5885067773151,22,4.981578372251934E-4,0,0.5,5,0.09361573680732625
n2924,Illegal Aliens--civil Rights--mexican-american Border Region.,3,3,2,4.0,7.0,0.28098128477491147,0.30499978569285346,0.0,0,3.1365182889147246E-4,0,1.0,1,0.025536534251526157
n2925,Civil Rights--mexican-american Border Region.,2,2,2,4.0,7.0,0.28098128477491147,0.30499978569285346,0.0,0,3.1365182889147246E-4,0,1.0,1,0.025536534251526157
n2937,Altos De Jalisco (mexico)--economic Conditions.,2,2,3,6.0,6.0,0.31094318499860063,0.3407440744074383,0.0,0,3.660392878491166E-4,0,1.0,3,0.06067640808472653
n2938,Altos De Jalisco (mexico)--emigration And Immigration.,2,2,3,6.0,6.0,0.31094318499860063,0.3407440744074383,0.0,0,3.660392878491166E-4,0,1.0,3,0.060676408084726546
n2942,Mexican-american Border Region--drama.,4,4,7,18.0,8.0,0.24136432761242668,0.26108503707513464,6.2,5,9.074629528432316E-4,0,0.7142857142857143,15,0.009948788568805836
n2943,Teenagers--drama.,2,2,5,10.0,8.0,0.24105011933174225,0.25965989456088334,0.0,5,6.606356753096857E-4,0,1.0,10,0.007926172269191657
n2944,Immigrants--united States--drama.,4,4,6,17.0,8.0,0.24125950054288817,0.2604849770691341,0.7,5,7.730679089234893E-4,0,0.9333333333333333,14,0.009123490849148281
n2948,Guatemalans--united States--drama.,3,3,3,6.0,8.0,0.24131190269331015,0.25962989156058336,0.0,5,4.7565214296798686E-4,0,1.0,3,0.0063449083528958165
n2949,Human Smuggling--drama.,7,7,6,13.0,8.0,0.24167935610180552,0.2615800865800852,2027.714847725144,5,9.534259834148783E-4,0,0.3333333333333333,5,0.008435229512258792
n2951,Illegal Aliens--united States--interviews.,4,4,1,2.0,7.0,0.2725711481844946,0.28980540911233915,0.0,29,1.7327110129568686E-4,0,0.0,0,0.012236203943937863
n2961,Illegal Aliens--united States--economic Conditions.,7,7,5,14.0,7.0,0.2943826179120297,0.32741202691697563,1110.0,59,5.581656312262589E-4,0,0.6,6,0.0714021519281608
n2966,Guatemala--politics And Government--1945-1985--drama.,2,2,5,10.0,8.0,0.2415217391304348,0.26075500407183444,0.0,5,6.821604621122326E-4,0,1.0,10,0.008453019396090848
n2970,Guatemala--social Conditions--drama.,2,2,5,10.0,8.0,0.2415217391304348,0.26075500407183444,0.0,5,6.821604621122325E-4,0,1.0,10,0.008453019396090848
n2972,Guatemala--emigration And Immigration--drama.,2,2,5,10.0,8.0,0.2415217391304348,0.26075500407183444,0.0,5,6.821604621122326E-4,0,1.0,10,0.008453019396090848
n2989,"Emigration And Immigration Law--united States--handbooks, Manuals, Etc.",3,3,2,4.0,7.0,0.308012198502911,0.3375273241609852,0.0,0,2.5877773204554524E-4,0,1.0,1,0.049849254769210025
n2996,Honduras--emigration And Immigration--fiction.,3,3,2,5.0,9.0,0.1930159833217512,0.20725822582258027,0.0,8,3.4614874893414507E-4,0,1.0,1,0.002515077523402909
n3007,Human Trafficking (international Law),2,2,1,2.0,7.0,0.2780976220275344,0.297895503836097,0.0,2,1.9113154037459455E-4,0,0.0,0,0.014339004309585745
n3009,Illegal Aliens--ecuador.,2,2,1,2.0,7.0,0.3067366096079514,0.33520209163773285,0.0,0,1.8814893896410855E-4,0,0.0,0,0.037990497084496054
n3017,Coastal Surveillance--italy--fiction.,3,3,1,3.0,8.0,0.23805442468395116,0.26298594145128634,0.0,6,2.0223677101633919E-4,0,0.0,0,0.010065152623803452
n3041,Immigrants--fiction.,6,6,3,8.0,8.0,0.23820754716981132,0.26403604646178735,1110.0,6,5.133278885073862E-4,0,0.3333333333333333,1,0.01196563049119941
n3042,Fathers And Daughters--fiction.,2,2,1,2.0,9.0,0.19241427086941462,0.2048579857985779,0.0,6,2.4917735405324815E-4,0,0.0,0,9.677110729531109E-4
n3044,"Migrant Agricultural Laborers--legal Status, Laws, Etc.--united States.",6,6,3,10.0,7.0,0.31322244149985906,0.34522309373794274,0.0,0,3.35105491839639E-4,0,1.0,3,0.06911084305410001
n3046,Labor Market--united States.,7,7,4,13.0,7.0,0.2556373676944317,0.27830783078307736,29.750970582492105,0,4.4512205756121464E-4,0,0.6666666666666666,4,0.0225060468091269
n3053,Discrimination In Employment--united States.,8,8,6,23.0,7.0,0.3142857142857143,0.3478483562641953,0.0,0,5.55926404009131E-4,0,1.0,15,0.0930235920795749
n3125,Detention Of Persons--european Union Countries.,4,4,6,13.0,9.0,0.19023972602739725,0.2036917977512005,17.25,15,6.727439708900121E-4,0,0.6,9,0.007645327148900199
n3126,Alien Detention Centers--european Union Countries.,2,2,2,4.0,9.0,0.18920299727520437,0.19886988698869587,0.0,15,2.8156454759491764E-4,0,1.0,1,0.002616035018500145
n3132,Transnational Crime--mexican-american Border Region--prevention.,2,2,4,8.0,7.0,0.28226626016260165,0.3086001457288572,0.0,22,4.4055485465322255E-4,0,1.0,6,0.03281538443420745
n3133,Law Enforcement--mexican-american Border Region--management.,2,2,4,8.0,7.0,0.28226626016260165,0.3086001457288572,0.0,22,4.405548546532226E-4,0,1.0,6,0.03281538443420745
n3137,Honduras--emigration And Immigration--case Studies.,5,5,7,34.0,8.0,0.20993953136810278,0.22304659037332022,0.0,59,6.678076027850603E-4,0,1.0,21,0.007447169116469875
n3138,Immigrant Children--united States--biography.,5,5,7,34.0,8.0,0.20993953136810278,0.22304659037332022,0.0,59,6.678076027850603E-4,0,1.0,21,0.007447169116469875
n3139,Hondurans--united States--biography.,5,5,7,34.0,8.0,0.20993953136810278,0.22304659037332022,0.0,59,6.678076027850603E-4,0,1.0,21,0.007447169116469875
n3140,Illegal Aliens--united States--social Conditions--case Studies.,5,5,7,34.0,8.0,0.20993953136810278,0.22304659037332022,0.0,59,6.678076027850603E-4,0,1.0,21,0.007447169116469875
n3141,Hondurans--united States--social Conditions--case Studies.,5,5,7,34.0,8.0,0.20993953136810278,0.22304659037332022,0.0,59,6.678076027850603E-4,0,1.0,21,0.007447169116469875
n3142,Immigrant Children--united States--social Conditions--case Studies.,5,5,7,34.0,8.0,0.20993953136810278,0.22304659037332022,0.0,59,6.678076027850603E-4,0,1.0,21,0.007447169116469875
n3149,Immigrants--juvenile Literature.,2,2,1,2.0,1.0,1.0,1.0,0.0,60,6.915629492141309E-4,47,0.0,0,4.243364407010856E-4
n3150,Illegal Aliens--juvenile Literature.,2,2,1,2.0,1.0,1.0,1.0,0.0,60,6.915629492141309E-4,47,0.0,0,4.243364407010856E-4
n3151,Immigrant Children--united States--biography--juvenile Literature.,2,2,2,4.0,1.0,1.0,1.0,0.0,61,6.915629492141309E-4,48,1.0,1,9.477385976633164E-4
n3152,Hondurans--united States--biography--juvenile Literature.,2,2,2,4.0,1.0,1.0,1.0,0.0,61,6.915629492141309E-4,48,1.0,1,9.477385976633164E-4
n3153,Illegal Aliens--united States--biography--juvenile Literature.,2,2,2,4.0,1.0,1.0,1.0,0.0,61,6.915629492141309E-4,48,1.0,1,9.477385976633164E-4
n3155,"College Students--legal Status, Laws, Etc.--united States.",3,3,1,2.0,7.0,0.3067366096079514,0.33520209163773285,0.0,0,1.8814893896410855E-4,0,0.0,0,0.037990497084496054
n3157,False Certification--united States--prevention.,6,6,11,27.0,7.0,0.2939153439153439,0.3294072264369272,256.91588796291467,0,9.32476765467725E-4,0,0.509090909090909,28,0.09709897402464887
n3158,Employees--united States--identification--data Processing.,2,2,4,8.0,8.0,0.24574209245742093,0.26476897689768847,0.0,0,3.925443282318392E-4,0,1.0,6,0.015972890717487323
n3180,Korea (north)--emigration And Immigration.,2,2,1,2.0,1.0,1.0,1.0,0.0,62,6.915629492141309E-4,39,0.0,0,4.243364407010856E-4
n3213,Illegal Aliens--employment--france.,4,4,1,3.0,10.0,0.16362297496318115,0.1716675238952449,0.0,42,2.472487494104831E-4,0,0.0,0,0.0012042433836112218
n3228,Illegal Aliens--united States--congresses.,9,9,6,19.0,2.0,0.8,0.875,17.0,63,0.0013767050306566278,49,0.26666666666666666,4,0.003122797088969536
n3230,Emigration And Immigration Law--united States--congresses.,7,7,3,11.0,2.0,0.6153846153846154,0.6875,0.0,63,6.82698080224309E-4,49,1.0,3,0.0018491113609954647
n3233,Illegal Aliens--research--mexico.,2,2,1,2.0,1.0,1.0,1.0,0.0,64,6.915629492141309E-4,50,0.0,0,4.243364407010856E-4
n3235,Illegal Aliens--research--united States.,2,2,1,2.0,1.0,1.0,1.0,0.0,64,6.915629492141309E-4,50,0.0,0,4.243364407010856E-4
n3237,"United States--census, 20th, 1980.",4,4,1,2.0,7.0,0.23974967630556754,0.25391539153915266,0.0,20,2.085005955134313E-4,0,0.0,0,0.0033374038412964644
n3243,United States--population--statistics.,4,4,1,3.0,7.0,0.23974967630556754,0.25391539153915266,0.0,20,2.085005955134313E-4,0,0.0,0,0.0033374038412964644
n3249,Immigrants--united States--bibliography.,2,2,2,4.0,1.0,1.0,1.0,0.0,65,6.915629492141309E-4,15,1.0,1,9.477385976633164E-4
n3267,United States--emigration And Immigration--bibliography.,4,4,2,6.0,1.0,1.0,1.0,0.0,65,6.915629492141309E-4,15,1.0,1,9.477385976633164E-4
n3288,European Union Countries--economic Policy.,2,2,1,2.0,9.0,0.1897847625555176,0.20054148271969738,0.0,15,1.9352614160209134E-4,0,0.0,0,0.0025383977277316436
n3289,European Union.,2,2,1,2.0,9.0,0.1897847625555176,0.20054148271969738,0.0,15,1.9352614160209134E-4,0,0.0,0,0.0025383977277316436
n3292,Deportation--european Union Countries.,8,8,12,34.0,9.0,0.19043537881384984,0.2063920677782031,13.83333333333333,15,0.0011108564557772388,0,0.6515151515151515,43,0.01549928665444151
n3293,Aliens--european Union Countries.,3,3,4,10.0,9.0,0.18991452991452992,0.20204163273469888,0.0,15,4.666884322203484E-4,0,1.0,6,0.005500800579524234
n3299,Illegal Aliens--european Union Countries--congresses.,5,5,1,3.0,2.0,0.6666666666666666,0.75,0.0,66,5.328149693597023E-4,51,0.0,0,4.6893595592854305E-4
n3300,European Union Countries--emigration And Immigration--government Policy--congresses.,2,2,1,2.0,2.0,0.6666666666666666,0.75,0.0,66,5.328149693597023E-4,51,0.0,0,4.6893595592854305E-4
n3301,Emigration And Immigration Law--european Union Countries--congresses.,4,4,2,5.0,1.0,1.0,1.0,1.0,66,0.0010090589089229872,51,0.0,0,8.534290079273976E-4
n3303,Hispanic Americans--education--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3304,Illegal Aliens--medical Care--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3305,Hispanic Americans--employment--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3306,Hispanic Americans--services For--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3307,Hispanic Americans--medical Care--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3308,Household Surveys--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3309,Illegal Aliens--north Carolina--mecklenburg County--social Conditions.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3310,Latin Americans--education--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3311,Latin Americans--medical Care--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3312,Latin Americans--north Carolina--mecklenburg County--social Conditions.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3313,Latin Americans--services For--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3314,Illegal Aliens--services For--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3315,Hispanic Americans--north Carolina--mecklenburg County--social Conditions.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3316,Illegal Aliens--employment--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3317,Latin Americans--employment--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3318,"Latin Americans--legal Status, Laws, Etc.--north Carolina--mecklenburg County.",2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3319,Illegal Aliens--education--north Carolina--mecklenburg County.,2,2,16,32.0,1.0,1.0,1.0,0.0,67,6.915629492141301E-4,52,1.0,120,0.03484553023787843
n3327,Illegal Aliens--united States--case Studies.,6,6,12,32.0,7.0,0.28760031063939945,0.3179032188933163,125.84020296901373,68,0.001007676764832422,0,0.6515151515151515,43,0.06206654843516661
n3328,Children Of Immigrants--united States--case Studies.,4,4,9,20.0,7.0,0.28737713398861875,0.31655308387981496,97.00830153711233,68,7.831134459556103E-4,0,0.6944444444444444,25,0.05512736651217188
n3329,Immigrants--family Relationships--united States--case Studies.,2,2,3,6.0,7.0,0.27364532019704435,0.29235566413784164,0.0,68,3.1860878262162377E-4,0,1.0,3,0.01733321410794051
n3341,Law Enforcement--united States--states.,5,5,4,12.0,7.0,0.29060946900340046,0.32168145385966945,5.1644230769230735,22,4.116683816263806E-4,0,0.6666666666666666,4,0.05805846041781305
n3343,Abuse Of Administrative Power--united States.,3,3,6,13.0,7.0,0.2916776056707797,0.32415670138442193,35.84158113128702,22,5.979306628031523E-4,0,0.6666666666666666,10,0.07408294022134213
n3345,Immigration Enforcement--united States--states.,2,2,1,2.0,7.0,0.28205128205128205,0.3072500107153559,0.0,22,1.7987200826632092E-4,0,0.0,0,0.026273115643517815
n3347,Racial Profiling In Law Enforcement--united States--states.,2,2,1,2.0,7.0,0.28205128205128205,0.3072500107153559,0.0,22,1.7987200826632092E-4,0,0.0,0,0.026273115643517815
n3348,Emigration And Immigration Law--united States--states.,6,6,8,18.0,7.0,0.3170662100456621,0.35395396682525126,98.3406539298336,0,7.091037522434298E-4,0,0.7142857142857143,20,0.10184731375911961
n3361,Apportionment (election Law)--united States.,5,5,3,9.0,7.0,0.3069908814589666,0.3362521966482339,0.0,0,4.3275842648998384E-4,0,1.0,3,0.04184720673619955
n3362,United States--census--law And Legislation.,2,2,3,6.0,7.0,0.3069908814589666,0.3362521966482339,0.0,0,4.3275842648998384E-4,0,1.0,3,0.04184720673619956
n3376,Irish--new York (state)--new York.,2,2,1,2.0,2.0,0.6666666666666666,0.75,0.0,69,5.328149693597023E-4,13,0.0,0,4.6893595592854305E-4
