node,title,subject
4126,Everyday illegal : when policies undermine immigrant families / Joanna Dreby.,children of immigrants--united states--case studies.|illegal aliens--united states--case studies.|immigrants--family relationships--united states--case studies.|united states--emigration and immigration--social aspects.
4127,"Under the Same Moon = La Misma Luna / Creando Films ; Fidecine ; Potomac Pictures ; Weinstein Company ; produced by Gerardo Barrera, Patricia Riggen ; written by Ligiah Villalobos ; directed by Patricia Riggen.","mothers and sons--drama.|illegal aliens--united states--drama.|motion pictures, mexican.|foreign films."
4128,"Illegal immigration backlash worries, divides Latinos [electronic resource] / Mark Hugo Lopez, Rich Morin, Paul Taylor.","hispanic americans--attitudes.|hispanic americans--legal status, laws, etc.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy."
4129,[House of Representatives] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|united states.--congress.--house--records and correspondence.|emigration and immigration law--united states.|united states--emigration and immigration.|illegal aliens--united states.
4130,"Legislation concerning immigrant issues : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Fifth Congress, first session, on H.R. 231, H.R. 429, H.R. 471 and H.R. 1493, May 13, 1997.",emigration and immigration law--united states.|illegal aliens--united states.|united states--emigration and immigration--government policy.
4131,"Go back to Mexico! [videorecording] / [produced by] Galan Productions, Inc. for Frontline.",illegal aliens--california.|united states--emigration and immigration.|mexican-american border region.
4132,"Entre chagrin et néant : audiences d'étrangers devant le Juge des Libertés et de la Détention, mai-septembre 2008 / Marie Cosnay.",illegal aliens--france.|alien detention centers--france.
4133,There are alternatives : a handbook for preventing unnecessary immigration detention / [Robyn Sampson with assistance from Grant Mitchell and Lucy Bowring].,"emigration and immigration law.|detention of persons.|illegal aliens.|refugees.|refugees--government policy.|refugees--legal status, laws, etc."
4134,"Controlling the flow of illegal immigration at U.S. land borders [electronic resource] : hearing before the Information, Justice, Transportation, and Agriculture Subcommittee of the Committee on Government Operations, House of Representatives, One Hundred Third Congress, first session, December 10, 1993.",mexicans--united states.|illegal aliens--united states.|united states.--immigration and naturalization service--management.|u.s. border patrol--management.|united states--emigration and immigration--government policy.
4135,Illegal [electronic resource] / Bettina Restrepo.,illegal aliens--juvenile fiction.|mexicans--texas--juvenile fiction.
4136,El muro de la vergüenza : crónica de una tragedia en la frontera / Miguel Escobar Valdez.,human smuggling--mexican-american border region.|illegal aliens--crimes against--mexican-american border region.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.|mexican-american border region--social conditions.
4137,Hard line : life and death on the U.S.-Mexico border / Ken Ellingwood.,"foreign workers, mexican--mexican-american border region.|illegal aliens--mexican-american border region."
4138,The criminalization of immigration [ressource électronique] : the post 9/11 moral panic / Samantha Hauptman.,"immigration enforcement--united states.|illegal aliens--united states.|war on terrorism, 2001-2009.|united states--emigration and immigration--government policy."
4139,"The open door : how militant Islamic terrorists entered and remained in the United States, 1993-2001 / by Steven A. Camarota.","law reform.|emigration and immigration law.|september 11 terrorist attacks, 2001.|illegal aliens.|united states--emigration and immigration."
4140,Undocumented immigrants in the labor market : recent research findings / Charles Kamasaki or Dan Purtell.,foreign workers--united states.|illegal aliens--united states.
4141,[House of Representatives] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|united states.--congress.--house--records and correspondence.|emigration and immigration law--united states.|united states--emigration and immigration.|illegal aliens--united states.
4142,Latin Americans and immigration : what can fix the problem? / by Jaime Richards.,illegal aliens--united states.|foreign workers--united states.|latin america--foreign relations--united states.|united states--foreign relations--latin america.|united states--emigration and immigration.|united states--social conditions--1980-
4143,Clandestino nel Mediterraneo / Fawzi Mellah ; traduzione di Antonella Furlan.,illegal aliens--european union countries.|european union countries--emigration and immigration.|mediterranean region--emigration and immigration.
4144,Rita Robinson / Mikel Valverde.,vacations--juvenile fiction.|camping--juvenile fiction.|adventure stories.
4145,"Student admissions : towards a new policy / submitted to La Joya Independent School District, La Joya, Texas by Montalvo &amp; Ramirez.",la joya independent school district (tex.)|illegal aliens--education--texas.|school districts--texas--la joya.|public schools--texas.
4146,880-02 Chosŏn hugi p'yoryumin kwa Han-Il kwan'gye / Yi Hun.,"korea--foreign relations--japan.|japan--foreign relations--korea.|korea--history--chosŏn dynasty, 1392-1910.|illegal aliens--korea--history.|illegal aliens--japan--history."
4147,"An administration made disaster : the south Texas border surge of unaccompanied alien minors : hearing before the Committee on the Judiciary, House of Representatives, One Hundred Thirteenth Congress, second session, June 25, 2014.",unaccompanied immigrant children--mexican-american border region.|unaccompanied immigrant children--government policy--united states.|illegal alien children--mexican-american border region.|illegal alien children--government policy--united states.|illegal aliens--mexican-american border region.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.|border security--mexican-american border region.
4148,Ethnologie de la Forme-camp de Sangatte : de l'exception à la régulation / Henri Courau.,alien detention centers--france.|illegal aliens--france.|france--emigration and immigration--government policy.
4149,"Pemerintahan Islam dalam masyarakat majmuk [electronic resource] / penyunting, Abdul Monir Yaacob, Sarina Othman ; penyumbang artikel, Ahmad Ibrahim, Mat Saad Abd. Rahman, Abdullah Abu Bakar.","minorities (islamic law)--malaysia.|aliens (islamic law)--malaysia.|minorities--islamic countries.|aliens--islamic countries.|illegal aliens--islamic countries.|dhimmis (islamic law)--legal status, laws, etc.--malaysia.|islamic law--malaysia."
4150,Return to sender [sound recording] / Julia Alvarez.,farm life--vermont--juvenile fiction.|friendship--juvenile fiction.|migrant labor--juvenile fiction.|illegal aliens--juvenile fiction.|vermont--juvenile fiction.|mexicans--united states--juvenile fiction.
4151,Contrabando humano en las Californias / Cedric Calderón R.,"foreign workers, mexican--california.|illegal aliens--california."
4152,Immigration-related detention [microform] : curent legislative issues / Alison Siskin.,emigration and immigration law--united states.|illegal aliens--government policy--united states.|detention of persons--united states.
4153,Poison blonde : an Amos Walker novel / Loren D. Estleman.,"large type books.|walker, amos (fictitious character)--fiction.|private investigators--michigan--detroit--fiction.|illegal aliens--fiction.|women singers--fiction.|detroit (mich.)--fiction."
4154,"Illegal Immigration and Social Security Protection Act of 2005 [electronic resource] : hearing before the Subcommittee on Immigration, Border Security, and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Ninth Congress, first session, on H.R. 98, May 12, 2005.","illegal aliens--government policy--united states.|identification numbers, personal--united states.|emigration and immigration law--united states.|social security--law and legislation--united states."
4155,Voss / David Ives.,"illegal aliens--fiction.|emigration and immigration--fiction.|donation of organs, tissues, etc.--fiction.|letters--fiction.|humorous stories."
4156,"Immigration employment compliance handbook / by Austin T. Fragomen, Jr. and Steven C. Bell.",foreign workers--united states.|united states.--illegal immigration reform and immigrant responsibility act of 1996.|emigration and immigration law--united states.|illegal aliens--united states.|labor laws and legislation--united states.
4157,"Transnational crime and illegal immigration in the Asia-Pacific region : background, prospects and countermeasures / John McFarlane.",transnational crime.|illegal aliens.
4158,"Ethnographic evaluation of behavioral causes of census undercount of undocumented immigrants and Saladorans [sic] in the mission district of San Francisco, California : final report for Joint Statistical Agreement 88-41 / submitted by Mary Romero.","latin americans--california--san francisco--census, 1990.|salvadorans--california--san francisco--census, 1990.|illegal aliens--california--san francisco--census, 1990.|census undercounts--united states."
4159,"Operations of the Border Patrol [electronic resource] : hearing before the Subcommittee on International Law, Immigration, and Refugees of the Committee on the Judiciary, House of Representatives, One Hundred Second Congress, second session, August 5, 1992.",u.s. border patrol.|border patrols--united states.|illegal aliens--united states.
4160,Southern African migration [electronic resource] : domestic and regional policy implications : papers presented at a workshop convened by CPS and held in Johannesburg on 10 April 1995 / edited by Riaan de Villiers and Maxine Reitzes.,foreign workers--south africa--congresses.|illegal aliens--south africa--congresses.|south africa--emigration and immigration--congresses.
4161,A historical analysis of landmark developments in educational rights of undocumented children / by Celia Hernandez.,education--united states--history.|immigrant children--civil rights--united states--history.|illegal aliens--civil rights--united states--history.
4162,"Menyelamatkan tenaga kerja Indonesia (TKI) di Nunukan : pengalaman menanggulangi masalah kesehatan TKI bermasalah di penampungan Nunukan, Agustus-Desember 2002.",community health aides--indonesia--kalimantan timur.|illegal aliens--medical care--indonesia--kalimantan timur.|illegal aliens--sanitation--indonesia--kalimantan timur.|migrant labor--indonesia--kalimantan timur.
4163,Research into a multidisciplinary approach of the phenomenon of trade in women in national and international perspective : a pilot- and case-study with the Philippines / Brice De Ruyver [and others].,"women--crimes against--philippines--prevention.|foreign workers, filipino--case studies.|human smuggling--prevention--international cooperation.|prostitution--prevention--international cooperation.|forced labor--prevention--international cooperation.|illegal aliens.|belgium--foreign relations--philippines.|philippines--foreign relations--belgium.|transnational crime--prevention--international cooperation."
4164,"Chroniques de rétention, 2008-2010 / CIMADE ; textes de Maryse Boulard [and others].",alien detention centers--france.|illegal aliens--civil rights--france.|france--emigration and immigration--government policy.
4165,Crossing the wire [electronic resource] / by Will Hobbs.,voyages and travels--fiction.|survival--fiction.|illegal aliens--fiction.|mexicans--united states--fiction.|best friends--fiction.|friendship--fiction.
4166,Illegal immigration / by Karen Kenney.,illegal aliens--united states--juvenile literature.|united states--emigration and immigration--juvenile literature.
4167,America's border fence [electronic resource] / by Reed Karaim.,ports of entry--security measures--mexican-american border region.|border security--mexican-american border region.|illegal aliens--government policy--united states.|national security--united states.
4168,"Showdown in the Sonoran Desert [elektronische middelen] : religion, law, and the immigration controversy / Ananda Rose.",emigration and immigration--religious aspects--christianity.|immigrants--civil rights--united states.|illegal aliens--united states.|united states--emigration and immigration--religious aspects--christianity.|united states--emigration and immigration--government policy.|mexican-american border region--emigration and immigration.
4169,"Undocumented Mexican immigrants and the earnings of other workers in the United States / by Frank D. Bean, B. Lindsay Lowell, Lowell J. Taylor.",illegal aliens--employment--united states.|mexicans--employment--united states.|mexico--emigration and immigration.|united states--emigration and immigration.|labor supply--united states.|wages--united states.
4170,Right to dream [electronic resource] : immigration reform and America's future / William A. Schwab ; [foreword by G. David Gearhart].,illegal alien children--government policy--united states.|children of illegal aliens--education--law and legislation--united states.|united states--emigration and immigration--social aspects.|illegal aliens--education (higher)--united states.
4171,Papiere für Sans-Papiers : Härtefallregelungen genügen nicht : ein Diskussionsbeitrag / Bettina Zeugin.,illegal aliens--government policy--switzerland.|switzerland--emigration and immigration--government policy.
4172,Precinct Puerto Rico / Steven Torres.,"police--puerto rico--fiction.|illegal aliens--fiction.|puerto rico--fiction.|sheriffs--fiction.|gonzalo, luis (fictitious character)--fiction."
4173,Southern African migration [electronic resource] : domestic and regional policy implications : papers presented at a workshop convened by CPS and held in Johannesburg on 10 April 1995 / edited by Riaan de Villiers and Maxine Reitzes.,foreign workers--south africa--congresses.|illegal aliens--south africa--congresses.|south africa--emigration and immigration--congresses.
4174,"Natives / Filmakers Library, Inc. presents ; a film by Jesse Lerner and Scott Sterling ; produced by Jesse Lerner, Scott Sterling and the University of Southern California ; produced at the Center for Visual Anthropology.",mexican-american border region--emigration and immigration--social aspects.|xenophobia--united states.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.|illegal aliens--united states.
4175,Tortilla-taeppet / T. Coraghessan Boyle ; på dansk ved Ib Christiansen.,married people--california--los angeles--fiction.|illegal aliens--california--los angeles--fiction.|mexicans--california--los angeles--fiction.|los angeles (calif.)--ethnic relations--fiction.|domestic fiction.
4176,"U.S. Immigration and Customs Enforcement : hearing before the Committee on the Judiciary, House of Representatives, One Hundred Fourteenth Congress, first session, April 14, 2015.",u.s. immigration and customs enforcement--rules and practice--evaluation.|alien criminals--government policy--united states.|illegal aliens--government policy--united states.|detainers (criminal procedure)--government policy--united states.|united states--emigration and immigration--government policy.|immigration enforcement--united states.
4177,"Immigration : hearings before Subcommittee No. 1 Committee on the Judiciary, House of Representatives, Eighty-eighth Congress, second session, on H.R. 7700, and 55 identical bills, to amend the Immigration and nationality act, and for other purposes ...",emigration and immigration law--united states.|naturalization--united states.|citizenship--united states.|aliens--united states.|illegal aliens--united states.|refugees--united states.|travel restrictions--united states.
4178,"Immigration and illegal aliens : burden or blessing? / editors, Suzanne B. Squyres, Cornelia Blair, Margaret A. Mitchell.",illegal aliens--united states--statistics.|immigrants--united states--statistics.|united states--emigration and immigration--statistics.|united states--statistics.
4179,Everyday illegal : when policies undermine immigrant families / Joanna Dreby.,children of immigrants--united states--case studies.|illegal aliens--united states--case studies.|immigrants--family relationships--united states--case studies.|united states--emigration and immigration--social aspects.
4180,A practical legal manual for legalization under the Immigration reform and control act of 1986 : (revised edition based on the final regulations) / by Timothy B. Fleming.,emigration and immigration law--united states.|illegal aliens--united states.|united states.--immigration reform and control act of 1986.
4181,"Human trafficking, smuggling and illegal immigration : international management by criminal organizations / edited by Myrianne Coen",human trafficking--congresses.|smuggling--congresses.|illegal aliens--congresses.
4182,Study on obstacles to effective access of irregular migrants to minimum social rights / Ryszard Cholewinski.,european union countries--emigration and immigration.|immigrants--civil rights--european union countries.|illegal aliens--european union countries.|social rights--european union countries.
4183,Negotiating spaces : the lives of undocumented youth / by Rodolfo Jacobo.,"illegal aliens--education (higher)--government policy--united states.|students, foreign--legal status, laws, etc.--united states.|universities and colleges--residence requirements--united states.|immigrants--united states."
4184,América [electronic resource] / T. Coraghessan Boyle.,married people--california--los angeles--fiction.|illegal aliens--california--los angeles--fiction.|mexicans--california--los angeles--fiction.|los angeles (calif.)--ethnic relations--fiction.|domestic fiction.
4185,Illegal immigration and economic welfare / Chisato Yoshida.,emigration and immigration--economic aspects.|illegal aliens--economic aspects.|foreign workers.
4186,"Vigilantism, immigration policy and militarization of the border in Arizona : cases of human rights violations / prepared by the Coalición de Derechos Humanos/Arizona Border Rights Project.",vigilance committees--arizona.|detention of persons--arizona.|human rights--arizona.|neighborhood watch programs--arizona.|illegal aliens--mortality--arizona.|border patrols--arizona.|neighborhood ranch watch program.|united states--emigration and immigration--government policy.|litter (trash)--social aspects--arizona.
4187,"Illegal Immigration Enforcement and Social Security Protection Act of 2005 [electronic resource] : hearing before the Subcommittee on Immigration, Border Security, and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Ninth Congress, first session, on H.R. 98, May 12, 2005.","illegal aliens--government policy--united states.|identification numbers, personal--united states.|emigration and immigration law--united states.|social security--law and legislation--united states."
4188,"Inhabiting borders, routes home [electronic resource] : youth, gender, asylum / by Ala Sirriyeh.",women illegal aliens--great britain--social conditions.|women immigrants--great britain--social conditions.|young women--great britain--social conditions.|great britain--emigration and immigration--social aspects.|great britain--emigration and immigration--government policy.
4189,Australia's refugee dilemma [videorecording].,"detention of persons--australia.|illegal aliens--australia.|refugees--australia.|refugees--government policy--australia.|asylum, right of--australia.|australia--emigration and immigration--government policy."
4190,"Department of Homeland Security oversight [electronic resource] : terrorism and other topics : hearing before the Committee on the Judiciary, United States Senate, One Hundred Eighth Congress, second session, June 9, 2004.",united states.--department of homeland security--management--evaluation.|terrorism--united states--prevention.|national security--united states.|illegal aliens--government policy--united states.
4191,"A legal guide for INS detainees : petitioning for release from indefinite detention / prepared by American Bar Association, Commission on Immigration Policy, Practice, and Pro Bono.","emigration and immigration law--united states--popular works.|habeas corpus--united states--popular works.|alien detention centers--united states--popular works.|illegal aliens--united states--handbooks, manuals, etc."
4192,"Human rights, fair play, protection of rights of privacy and the contributions of undocumented workers to the community of Orange County : statement by Dean Stanley Van den Noort, University of California at Irvine Medical School before Orange County Task Force on Health Problems of Undocumented Aliens, November 28, 1977 [with related papers].",illegal aliens--california--orange county.|illegal aliens--medical care.|illegal aliens--united states.
4193,Undocumented immigrants in the labor market [electronic resource] : recent research findings / Charles Kamasaki or Dan Purtell.,foreign workers--united states.|illegal aliens--united states.
4194,A layman's guide to 1986 U.S. immigration reform / by Tracy Ann Goodis.,emigration and immigration law--united states--popular works.|illegal aliens--united states--popular works.
4195,Menschen in aufenthaltsrechtlicher Illegalität : Reformvorschläge und Folgenabwägungen aus sozialethischer Perspektive / Andreas Fisch ; mit einem Vorwort von Georg Kardinal Sterzinsky.,emigration and immigration--religious aspects--catholic church.|illegal aliens--germany--social conditions.|illegal aliens--government policy--germany.|germany--emigration and immigration.
4196,"880-01 Meiguo 1996 nian fei fa yi min gai ge he yi min ze ren fa = Illegal Immigration Reform and Immigrant Responsibility Act of 1996 / fan yi Yan Yongxian, Jin Yong.",united states.--illegal immigration reform and immigrant responsibility act of 1996.|emigration and immigration law--united states.|illegal aliens--united states.|emigration and immigration.
4197,"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
4198,Illegal Mexican immigration and attitudes of current life situations / by Debra L. Drew.,illegal aliens--united states--attitudes.|mexicans--united states--attitudes.|illegal aliens--united states--social conditions.|mexicans--united states--social conditions.|mexico--emigration and immigration--social aspects.|united states--emigration and immigration--social aspects.|contentment.
4199,Suicide collectif : roman / Aboubacar Eros Sissoko ; préface de Pierre Castillou.,mali--emigration and immigration--fiction.|illegal aliens--fiction.
4200,Migrant death [ressource électronique] : border safety and situational crime prevention on the U.S.-Mexico divide / Rob T. Guerette.,u.s. border patrol.|border security--mexican-american border region.|illegal aliens--protection--mexican-american border region.|immigrants--protection--mexican-american border region.|illegal aliens--crimes against--mexican-american border region--prevention.|immigrants--crimes against--mexican-american border region--prevention.
4201,"Empowering local law enforcement to combat illegal immigration : hearing before the Subcommittee on Criminal Justice, Drug Policy, and Human Resources of the Committee on Government Reform, House of Representatives, One Hundred Ninth Congress, second session, August 25, 2006.",illegal aliens--government policy--united states--states.|united states--emigration and immigration--government policy.|immigration enforcement--united states.
4202,Trails of hope and terror : testimonies on immigration / Miguel A. De La Torre.,united states--emigration and immigration--religious aspects--christianity.|emigration and immigration--religious aspects--christianity.|illegal aliens--united states.
4203,In America [videorecording] / directed by Jim Sheridan ; written by Jim Sheridan ... [et al.].,illegal aliens--new york (state)--new york--drama.|irish--united states--drama.|families--drama.|films for the hearing impaired.
4204,Bumpy journey / Seedy Bojang.,"illegal aliens--fiction.|africa, west--social conditions--fiction."
4205,Illegal : reflections of an undocumented immigrant / José Ángel N.,"n., josé ángel.|illegal aliens--illinois--chicago--biography.|mexicans--illinois--chicago--biography.|united states--emigration and immigration--social aspects."
4206,"""You don't know if they'll let you out in one day, one year, or ten years-- "" : indefinite detention of immigrants after the Zadvydas/Ma decision : a recommendation for a national monitoring project / by Michelle Lynn Carey.",detention of persons--united states--evaluation.|illegal aliens--united states.|emigration and immigration law--united states.|united states.--immigration and naturalization service.
4207,National Insecurities [electronic resource] : Immigrants and U.S. Deportation Policy since 1882 / Deirdre M. Moloney.,"deportation--united states--history.|illegal aliens--government policy--united states--history.|women immigrants--legal status, laws, etc.--united states.|immigrants--united states--social conditions.|united states--emigration and immigration--government policy--history."
4208,"Análisis de algunos resultados de la primera encuesta a trabajadores mexicanos no documentados devueltos de los Estados Unidos, CENIET, octubre 23-noviembre 13 de 1977.","return migration--mexico.|foreign workers, mexican--united states.|illegal aliens--united states.|mexico--emigration and immigration."
4209,"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
4210,Die illegale Beschäftigung von Ausländern : unter besonderer Berücksichtigung der Vorschriften des SGB III und des AÜG / Michael Kammann.,"illegal aliens--germany.|foreign workers--legal status, laws, etc.--germany.|foreign workers--legal status, laws, etc.--germany|illegal aliens--germany"
4211,Dying To Get In Undocumented immigration at the U.S. Mexican Border a film by Brett Tolley. [dvd].,
4212,Alien or American? [microform] : immigration laws and Amerasian people / J.M. Charbonneau.,illegal aliens--united states.|asian americans.|emigration and immigration law--united states.
4213,"Preventing the entry of terrorists into the United States [electronic resource] : hearing before the Subcommittee on International Terrorism, Nonproliferation, and Human Rights of the Committee on International Relations, House of Representatives, One Hundred Eighth Congress, second session, February 13, 2004.",terrorists--government policy--united states.|terrorists--united states--identification.|united states--emigration and immigration--government policy.|illegal aliens--government policy--united states.|terrorism--united states--prevention.
4214,"Securing the border, 2011 : hearings before the Committee on Homeland Security and Governmental Affairs, United States Senate, One Hundred Twelfth Congress, first session.",u.s. customs and border protection.|border security--united states.|national security--united states.|illegal aliens--government policy--united states.|terrorism--united states--prevention.|interagency coordination--united states.
4215,"Inhabiting borders, routes home : youth, gender, asylum / by Ala Sirriyeh.",women illegal aliens--great britain--social conditions.|women immigrants--great britain--social conditions.|young women--great britain--social conditions.|great britain--emigration and immigration--social aspects.|great britain--emigration and immigration--government policy.
4216,The contributions of the unwanted / by Claudia Estela Chávez McKay.,illegal aliens--education (higher)--united states.|united states--emigration and immigration--economic aspects.
4217,Mensensmokkel / David Jan Godfroid en Yaël Vinckx.,emigration and immigration.|illegal aliens.|smuggling.|transnational crime.|organized crime.
4218,Snakehead / Peter May.,"women pathologists--fiction.|chinese fiction--texas.|illegal aliens--fiction.|campbell, margaret (fictitious character)--fiction.|li, yan (fictitious character)--fiction."
4219,Reizen onder regie [electronic resource] : het migratieproces van illegale Turken in Nederland / Richard Staring.,immigrants--government policy--netherlands.|illegal aliens--government policy--netherlands.|turks--netherlands.
4220,Illegal immigration : a reference handbook / Michael C. LeMay.,illegal aliens--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.
4221,"Intimate migrations [ressource électronique] : gender, family, and illegality among transnational Mexicans / Deborah A. Boehm.",mexicans--united states--social conditions.|mexican americans--social conditions.|immigrants--united states--social conditions.|transnationalism.|sex role--united states.|mexican american families.|immigrant families--united states.|illegal aliens--united states.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.
4222,"Illegal aliens [electronic resource] Hearings, Ninety-second Congress, first session ...",illegal aliens--united states.
4223,L'Immigration en France / Guy Le Moigne--.,france--emigration and immigration.|immigrants--france.|illegal aliens--france.
4224,The INS detention standards implementation initiative [microform] : a training manual for advocates / prepared by American Bar Association Immigration Pro Bono Development and Bar Activation Project.,alien detention centers--united states.|illegal aliens--united states.|detention of persons--united states.|united states.--immigration and naturalization service--rules and practice.
4225,Illegal immigration and amnesty : open borders and national security / Janey Levy.,united states--emigration and immigration--government policy.|illegal aliens--united states.|amnesty--united states.
4226,"Public safety and civil rights implications of state and local enforcement of federal immigration laws : joint hearing before the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law and the Subcommittee on the Constitution, Civil Rights, and Civil Liberties of the Committee on the Judiciary, House of Representatives, One Hundred Eleventh Congress, first session, April 2, 2009.",illegal aliens--government policy--united states.|illegal aliens--united states--states.|civil rights--united states--states.|hispanic americans--civil rights--united states--states.|discrimination in law enforcement--united states--states.|racial profiling in law enforcement--united states--states.
4227,"And injustice for all : workers' lives in the reconstruction of New Orleans / Advancement Project, National Immigration Law Center, New Orleans Worker Justice Coalition.","illegal aliens--united states.|emigration and immigration law--united states.|hurricane katrina, 2005--political aspects.|hurricane katrina, 2005--social aspects.|hurricane katrina, 2005--economic aspects.|hurricanes--economic aspects--louisiana--new orleans.|african americans--louisiana--new orleans.|mexicans--louisiana--new orleans.|united states--race relations--political aspects."
4228,Southern African migration [electronic resource] : domestic and regional policy implications : papers presented at a workshop convened by CPS and held in Johannesburg on 10 April 1995 / edited by Riaan de Villiers and Maxine Reitzes.,foreign workers--south africa--congresses.|illegal aliens--south africa--congresses.|south africa--emigration and immigration--congresses.
4229,Foreign workers and law enforcement in Japan / Wolfgang Herbert.,foreign workers--japan--social conditions.|illegal aliens--japan.|law enforcement--japan.
4230,[Research abstracts-comments] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|emigration and immigration law--united states.|aliens--united states.|illegal aliens--united states.|refugees--united states.|legalization--united states.|temporary employment--united states.|foreign workers--united states.|united states--emigration and immigration.
4231,"Past, present and future : a historic and personal reflection on American immigration : hearing before the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law of the Committee on the Judiciary, House of Representatives, One Hundred Tenth Congress, first session, March 30, 2007.",immigrants--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration--history.|united states--emigration and immigration--government policy.
4232,"L'immigration clandestine [Texte imprimé] : base de données bibliographiques annotées / par Renée Dedecker, Lotfi Slimane,....",illegal aliens--bibliography.|emigration and immigration--bibliography.
4233,"The border next door : New York migraciones / special issue editors, Carlos Ulises Decena and Margaret Gray.",immigrants--new york (state)|hispanic americans--new york (state)|illegal aliens--new york (state)
4234,Analysis of the environmental impacts of illegal immigration on the Cleveland National Forest / by David L McIntyre.,illegal aliens--california--san diego county.|forest management--california--cleveland national forest.|environmental impact analysis--california--san diego county.|united states--boundaries--mexico.|cleveland national forest (calif.)
4235,The deportation abyss [electronic resource] : 'it ain't over 'til the alien wins' / by Michelle Malkin.,deportation--government policy--united states.|aliens--government policy--united states.|illegal aliens--government policy--united states.
4236,"Showdown in the Sonoran Desert [Elektronisk resurs] : religion, law, and the immigration controversy / Ananda Rose.",emigration and immigration--religious aspects--christianity.|immigrants--civil rights--united states.|illegal aliens--united states.|united states--emigration and immigration--religious aspects--christianity.|united states--emigration and immigration--government policy.|mexican-american border region--emigration and immigration.
4237,Lost in America : our failed immigration policy.,emigration and immigration law--united states.|united states.--immigration and naturalization service.|united states--emigration and immigration--government policy.|illegal aliens--government policy--united states.
4238,"IOM Regional Seminar on Migrant Trafficking Through the Baltic States and Neighboring Countries, 17-18 September 1998, Vilnius, Lithuania : report.","illegal aliens--government policy--former soviet republics--congresses.|illegal aliens--government policy--europe, eastern--congresses.|illegal aliens--transportation--former soviet republics--congresses.|illegal aliens--transportation--europe, eastern.|former soviet republics--emigration and immigration--congresses.|europe, eastern--emigration and immigration--congresses."
4239,Patrolling the border [videorecording] : national security and immigration reform / ABC News Productions.,u.s. border patrol.|border patrols--mexican-american border region.|illegal aliens--mexican-american border region.|united states--emigration and immigration--government policy.|national security--united states.|terrorism--united states.|foreign workers--united states.
4240,"Bodies on the line : life, death, and authority on the Arizona-Mexico border / by Rocio Magaña.",illegal aliens--sonoran desert--death.|illegal aliens--mexican-american border region--death.|illegal aliens--death--press coverage--sonoran desert.|human trafficking victims--sonoran desert.|human trafficking victims--mexican-american border region.|human trafficking victims--press coverage--sonoran desert.|rescue work--mexican-american border region.|rescue work--sonoran desert.|mexican-american border region--emigration and immigration--government policy.
4241,The stowaway / Robert Hough.,container ships--fiction.|murder victims--fiction.|illegal aliens--fiction.|stowaways--fiction.|romanians--fiction.|refugees--fiction.|psychological fiction.|suspense fiction.|sea stories.
4242,"Implementation of immigration reform [electronic resource] : hearing before the Subcommittee on Immigration and Refugee Affairs of the Committee on the Judiciary, United States Senate, One Hundredth Congress, second session on the implementation of the Immigration Reform and Control Act, April 14, 1988.",emigration and immigration law--united states.|illegal aliens--united states.
4243,"Side-by-side comparison of ""Immigration Reform and Control Act of 1983"" S. 529, as passed and House amendment thereto (H.R. 1510, as passed).",united states.--immigration reform and control act of 1983.|emigration and immigration law--united states.|illegal aliens--united states.
4244,"Intimate migrations : gender, family, and illegality among transnational Mexicans / Deborah A. Boehm",mexicans--united states--social conditions.|mexican americans--social conditions.|immigrants--united states--social conditions.|transnationalism.|sex role--united states.|mexican american families.|immigrant families--united states.|illegal aliens--united states.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.
4245,Destino / Michelle Frankfurter.,illegal aliens--central america--pictorial works.|illegal aliens--transportation--mexico--pictorial works.|central america--emigration and immigration--pictorial works.|mexico--emigration and immigration--pictorial works.|united states--emigration and immigration--pictorial works.
