title,subject
Southern African migration [electronic resource] : domestic and regional policy implications : papers presented at a workshop convened by CPS and held in Johannesburg on 10 April 1995 / edited by Riaan de Villiers and Maxine Reitzes.,foreign workers--south africa--congresses.|illegal aliens--south africa--congresses.|south africa--emigration and immigration--congresses.
Shadowed lives : undocumented immigrants in American society / Leo R. Chavez.,"illegal aliens--california--san diego county.|illegal aliens--california, southern."
Krome's invisible prisoners : cycles of abuse and neglect / prepared by Cheryl Little and Joan Friedland.,krome service processing center.|alien detention centers--florida--miami.|illegal aliens--florida--miami.|detention of persons--florida--miami.|human rights--united states.
"Tendencias migratorias hacia los Estados Unidos de dominicanos y otros ciudadanos caribeños : análisis de las tendencias de la migración legal e ilegal, la deportación de criminales y el impacto negativo de la legislación migratoria norteamericana de 1996 / Bernardo Vega, Roberto Despradel.",united states--emigration and immigration.|west indies--emigration and immigration.|dominican republic--emigration and immigration.|illegal aliens--united states.|deportation--united states.|emigration and immigration law--united states.
Alien or American? [microform] : immigration laws and Amerasian people / J.M. Charbonneau.,illegal aliens--united states.|asian americans.|emigration and immigration law--united states.
La travesía en yola : odiseas a Puerto Rico ; La testigo y otros cuentos / Raúl Martínez Rosario.,dominicans (dominican republic)--puerto rico.|dominicans (dominican republic)--united states.|illegal aliens--puerto rico.|illegal aliens--united states.|dominican republic--social conditions--1961-
Border area development study : profile of undocumented migration to the California border region.,"foreign workers, mexican--california.|illegal aliens--california.|illegal aliens--employment--california."
Enrolling undocumented students : legal and policy implications / presented by Michael A. Olivas.,"illegal aliens--education--united states.|college students--legal status, laws, etc.--united states.|illegal aliens--united states."
Illegal entrants in Australia : an annotated bibliography.,illegal aliens--australia--bibliography.
Fighting for foreigners [ressource électronique] : immigration and its impact on Japanese democracy / Apichai W. Shipper.,immigrants--political activity--japan.|aliens--political activity--japan.|illegal aliens--political activity--japan.|foreign workers--japan.|emigration and immigration law--japan.|democracy--japan.|japan--emigration and immigration--government policy.
"Review of Department of Justice immigration detention policies [electronic resource] : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Seventh Congress, first session, December 19, 2001.",united states.--immigration and naturalization service.|illegal aliens--united states.|detention of persons--united states--evaluation.
"Officers need backup [electronic resource] : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
"Impact of undocumented persons and other immigrants on costs, revenues and services in Los Angeles County [electronic resource] : a report / prepared for Los Angeles County Board of Supervisors [by] Los Angeles County ISD ; William F. Stewart, director, Mark Gascoigne, acting general manager, R. Wayne Bannister, head, Urban Research Section.",los angeles county (calif.)--appropriations and expenditures.|los angeles county (calif.)--emigration and immigration--economic aspects.|illegal aliens--services for--california--los angeles county--finance.
[House of Representatives] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|united states.--congress.--house--records and correspondence.|emigration and immigration law--united states.|united states--emigration and immigration.|illegal aliens--united states.
"Employment eligibility verification system : hearing before the Subcommittee on International Law, Immigration, and Refugees of the Committee on the Judiciary, House of Representatives, One Hundred Third Congress, second session, October 3, 1994.",foreign workers--government policy--united states.|foreign worker certification--united states.|emigration and immigration law--united states.|illegal aliens--united states.
"Immigration emergency powers [electronic resource] : hearing before the Subcommittee on Immigration and Refuge Policy of the Committee on the Judiciary, United States Senate, Ninety-seventh Congress, second session, on oversight hearing to review presidential emergency powers with respect to immigration, September 30, 1982.",emigration and immigration law--united states.|illegal aliens--united states.|executive power--united states.
"Do amnesty programs encourage illegal immigration? [electronic resource] : evidence from IRCA / Pia M. Orrenius, Madeline Zavodny.",illegal aliens--law and legislation--united states.|amnesty--economic aspects--united states.
"Persistent inequality : contemporary realities in the education of undocumented Latina/o students / María Pabón López, Gerardo R. López.",latin american students--united states--social conditions.|latin americans--education--united states.|illegal aliens--education--united states.|illegal alien children--education--united states.
The devil's highway : a true story / Luis Alberto Urrea.,human smuggling--mexican-american border region.|illegal aliens--crimes against--mexican-american border region.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.|mexican-american border region--social conditions.|creative nonfiction.
"Side-by-side comparison of ""Immigration Reform and Control Act of 1983"" S. 529, as passed and House amendment thereto (H.R. 1510, as passed).",united states.--immigration reform and control act of 1983.|emigration and immigration law--united states.|illegal aliens--united states.
Census controversy [electronic resource] : should undocumented immigrants be counted? / [by Thomas J. Billitteri].,"united states--census, 2010.|demographic surveys--united states.|united states.--bureau of the census.|privacy, right of--united states.|illegal aliens--united states--identification.|census.|national characteristics, american."
A historical analysis of landmark developments in educational rights of undocumented children / by Celia Hernandez.,education--united states--history.|immigrant children--civil rights--united states--history.|illegal aliens--civil rights--united states--history.
"Law enforcement problems at the border between the United States and Canada : drug smuggling, illegal immigration, and terrorism : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Sixth Congress, first session, April 14, 1999.",terrorism--united states.|terrorism--canada.|drug traffic--northern boundary of the united states.|illegal aliens--northern boundary of the united states.|border patrols--northern boundary of the united states.
"Migration brokerage, illegality, and the state in anglophone Cameroon / Maybritt Jill Alpes.",cameroon--emigration and immigration.|illegal aliens--cameroon.
Border games : policing the U.S.-Mexico divide / Peter Andreas.,smuggling--mexican-american border region.|drug traffic--government policy--united states.|illegal aliens--government policy--united states.|border patrols--mexican-american border region.|mexican-american border region--economic conditions.|united states--boundaries--mexico.|mexico--boundaries--united states.|boundaries.
América [sound recording] / T. Coraghessan Boyle.,los angeles (calif.)--ethnic relations--fiction.|married people--california--los angeles--fiction.|illegal aliens--california--los angeles--fiction.|mexicans--california--los angeles--fiction.|domestic fiction.
7 soles 7 dias 7 noches [videorecording] = testigo ilegal / Diamante Films &amp; DV24 Production ; wrriten and directed by Carlos Bido.,"murderers--identification--drama.|murder--investigation--drama.|illegal aliens--mexican-american border region--drama.|foreign workers, mexican--mexican-american border region--drama.|united states--emigration and immigration--drama.|mexico--emigration and immigration--drama.|dvd-video discs."
Returned : going and coming in an age of deportation / Deborah A. Boehm.,deportation.|transnationalism.|mexico--emigration and immigration--social aspects.|immigrants--united states--social conditions.|immigrant families--united states.|illegal aliens--united states.
Slipping through the cracks [microform] : unaccompanied children detained by the U.S. Immigration and Naturalization Service / Human Rights Watch Children's Rights Project.,"children--legal status, laws, etc.--united states.|illegal aliens--united states.|juvenile detention--united states.|united states.--immigration and naturalization service."
"Rechtlos? Menschen ohne Papiere : Anregungen für eine Positionsbestimmung / Jörg Alt, Ralf Fodor ; mit einer Einf. von Cornelia Bührle.","illegal aliens--germany.|refugees--legal status, laws, etc.--germany.|emigration and immigration law--germany."
Reform without justice : Latino migrant politics and the homeland security state / Alfonso Gonzales.,hispanic americans--politics and government--21st century.|migrant labor--government policy--united states.|migrant agricultural laborers--government policy--united states.|illegal aliens--united states.|immigration enforcement--united states.|united states--emigration and immigration--government policy.
Problemski Hotel / Dimitri Verhulst ; translated from the Dutch by David Colmer.,alien detention centers--belgium--fiction.|illegal aliens--fiction.
A policy framework for regulating the flow of undocumented Mexican aliens into the United States / James A.R. Nafziger.,"illegal aliens--united states.|emigration and immigration law--united states.|mexicans--legal status, laws, etc.--united states."
Saudi Arabia--execution of Nigerian men and women / Amnesty International.,capital punishment--saudi arabia.|aliens--saudi arabia.|illegal aliens--saudi arabia.
Práctica para exámenes de ciudadanía / Carlos F. Paz.,"emigration and immigration law--united states--popular works.|foreign workers--legal status, laws, etc.--united states--popular works.|illegal aliens--united states--popular works.|citizenship--united states--popular works."
Should American remain a nation of immigrants? / Stuart Anderson.,emigration and immigration law--united states.|immigrants--united states.|illegal aliens--united states.
"880-01 Teijū gaikokujin o meguru hōritsujō no kadai : ""uchinaru kokusaika"" o mezashite!! : Kenpō, kokuseki, kaisei hōrei, kaisei Kankoku kazokuhō / ""Teijū Gaikokujin to Kazokuhō"" Kenkyūkai hen.","aliens--japan.|koreans--legal status, laws, etc.--japan.|emigration and immigration law--japan."
"L'européanisation de la lutte contre la migration irrégulière et les droits humains : une étude des politiques de renvois forcés en France, au Royaume-Uni et en Turquie / Idil Atak.",illegal aliens--government policy--europe.|illegal aliens--government policy--turkey.|deportation--europe.|deportation--turkey.|human rights--europe.|human rights--turkey.
Impacts of border enforcement on Mexican migration [electronic resource] : the view from sending communities / edited by Wayne A. Cornelius and Jessa M. Lewis.,united states--emigration and immigration.|illegal aliens--government policy--united states.|immigration enforcement--united states.|border patrols--mexican-american border region.|mexico--emigration and immigration.|mexicans--united states.
"Measuring outcomes to understand the state of border security : hearing before the Subcommittee on Border and Maritime Security of the Committee on Homeland Security, House of Representatives, One Hundred Thirteenth Congress, first session, March 20, 2013.",border security--united states--management.|border security--united states--evaluation.|immigration enforcement--united states--management.|illegal aliens--government policy--united states.|united states.--department of homeland security--rules and practice.
Immigration policy &amp; law.,emigration and immigration law--united states--periodicals.|illegal aliens--united states--periodicals.|foreign workers--united states--periodicals.
Undocumented aliens : questions persist about their impact on hospitals' uncompensated care costs : report to Congressional Requesters / United States General Accounting Office.,illegal aliens--hospital care--united states--costs.|illegal aliens--medical care--united states--costs.
The plight of undocumented Filipino immigrrants : a psycho-social analysis / by Korina M. Jocson.,filipinos--california--san francisco bay area--psychology.|illegal aliens--california--san francisco bay area--social conditions.
"Les papiers, le combat de la dignité : mille voix, mille chants / Marie-Cécile Plà ; avant-propos Martine Vernier.",illegal aliens--france--social conditions--biography.|illegal aliens--civil rights--france.|social movements--france--history--21st century.|france--emigration and immigration--social aspects.
Divenire sans papiers : sociologia dei dissensi metropolitani / Anna Simone.,illegal aliens--france--social conditions.|social movements--france.
Innocent darkness / Edward R.F. Sheehan.,illegal aliens--united states--fiction.|mexican-american border region--fiction.
Devolver al remitente [electronic resource] / de Julia Alvarez ; traducción de Liliana Valenzuela.,farm life--vermont--juvenile fiction.|friendship--juvenile fiction.|migrant labor--juvenile fiction.|illegal aliens--juvenile fiction.|mexicans--united states--juvenile fiction.|vermont--juvenile fiction.
"Population movements into South Africa [electronic resource] : trends, outlook, policies / by Hussein Solomon.",refugees--south africa.|illegal aliens--south africa.|south africa--emigration and immigration.
"Officers need backup : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
"Integrity and security at the border [electronic resource] : the US-VISIT Program : hearing before the Subcommittee on Infrastructure and Border Security of the Select Committee on Homeland Security, House of Representatives, One Hundred Eighth Congress, second session, January 28, 2004.",illegal aliens--government policy--united states.|illegal aliens--united states--identification.|biometric identification--united states.|customs administration--united states.|national security--united states.
Profiles of undocumented aliens in New York City : Haitians and Dominicans / Charles B. Keely [and others].,haitians--new york (state)--new york.|dominicans (dominican republic)--new york (state)--new york.|illegal aliens--new york (state)--new york.
Zum Umgang mit Menschen ohne Aufenthaltspapiere : eine Orientierungshilfe des Kirchenamtes der EKD / hrsg. vom Kirchenamt der Evangelischen Kirche in Deutschland (EKD).,church work with aliens--germany.|illegal aliens--germany.
"Los inmigrantes irregulares en España : la vida por un sueño / José Ignacio Ruiz Olabuénaga, Eduardo Javier Ruiz Vieytez, Trinidad Lourdes Vicente Torrado.",illegal aliens--spain--social conditions.
"In re alien children education litigation / United States District Court, Southern District of Texas, Houston Division.",children of foreign workers--education--texas.|discrimination in education--law and legislation--texas.|illegal aliens--education--texas.
"Expected migration impacts of the healthy Wisconsin program : new and serious challenges on the horizon / by Richard J. Cebula, David Dodenhoff.",wisconsin--emigration and immigration--economic aspects.|immigrants--government policy--wisconsin.|immigrants--economic aspects--wisconsin.|illegal aliens--government policy--wisconsin.|public welfare--wisconsin.|welfare recipients--wisconsin.|medical care--wisconsin.|health insurance--wisconsin.|health care reform.
College tuition and undocumented immigrants / by Christine Walton.,"education, higher--united states--finance--states.|college costs--united states.|illegal aliens--education (higher)--united states."
Dan Rather reports. Latino invasions [electronic resource] / [HDNet].,united states--emigration and immigration.|mexico--emigration and immigration.|illegal aliens--united states.|mexican americans.|alien detention centers--united states.
Idaho employers and the Immigration Reform and Control Act of 1986 : a survey of practices [executive summary] / by Richard Mabbutt.,foreign workers--idaho.|illegal aliens--idaho.|emigration and immigration law--united states.
Indocumentados mexicanos : causas y razones de la migración laboral / Patricia Morales.,"illegal aliens--united states.|foreign workers, mexican--united states.|united states--emigration and immigration.|mexico--emigration and immigration."
El sueño posible : la vida de José Ramón Barahona / Marvin Galeas.,"barahona, josé ramón.|illegal aliens--el salvador--biography.|salvadorans--united states--biography.|businessmen--united states--biography."
"Taking sides. Clashing views on political issues / selected, edited, and with introductions by George McKenna and Stanley Feingold.","right and left (political science)|united states--politics and government--1945-1989.|united states--politics and government--1989-1993.|united states--politics and government--1993-2001.|united states--politics and government--2001-2009.|campaign funds--united states.|wiretapping--united states.|national security--united states.|racial profiling in law enforcement--united states.|united states.--uniting and strengthening america by providing appropriate tools required to intercept and obstruct terrorism (usa patriot act) act of 2001.|illegal aliens--united states.|border security--united states.|war on terrorism, 2001-2009.|free trade--united states.|prisoners--legal status, laws, etc.--united states.|church and state--united states.|debates and debating."
Irregular migration in Turkey [electronic resource] / prepared for IOM by Ahmet Içduygu.,illegal aliens--turkey.|turkey--emigration and immigration.
"Attitudes toward undocumented workers : the Mexican American perspective / Lawrence W. Miller, Jerry L. Polinard, Robert Wrinkle.","foreign workers, mexican--texas--hidalgo county.|illegal aliens--employment--texas--hidalgo county.|mexican americans--texas--hidalgo county--attitudes.|public opinion--texas--hidalgo county."
"Showdown in the Sonoran Desert [Elektronisk resurs] : religion, law, and the immigration controversy / Ananda Rose.",emigration and immigration--religious aspects--christianity.|immigrants--civil rights--united states.|illegal aliens--united states.|united states--emigration and immigration--religious aspects--christianity.|united states--emigration and immigration--government policy.|mexican-american border region--emigration and immigration.
The sociolinguistic construction of self in the life stories of illegal Chinese immigrants / by Marjorie Wilma Parker.,discourse analysis.|sociolinguistics--united states.|chinese--united states--social conditions.|illegal aliens--united states--social conditions.
"Undocumented worker employment and firm survivability [electronic resource] / J. David Brown, Julie L. Hotchkiss and Myriam Quispe-Agnoli.",illegal aliens--employment--economic aspects--united states.|informal sector (economics)--united states.
"Officers need backup [electronic resource] : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
The Canadian experience with amnesty for aliens : what the United States can learn / by David S. North.,illegal aliens--canada.|amnesty--canada.|canada--emigration and immigration.
"Unconstitutionality of Obama's executive actions on immigration : hearing before the Committee on the Judiciary, House of Representatives, One Hundred Fourteenth Congress, first session, February 25, 2015.","constitutional law--united states.|obama, barack.|executive power--united states.|executive orders--united states.|emigration and immigration law--united states.|immigration enforcement--united states.|illegal aliens--government policy--united states.|abuse of administrative power--united states."
Precinct Puerto Rico [electronic resource] / Steven Torres.,"police--puerto rico--fiction.|illegal aliens--fiction.|puerto rico--fiction.|sheriffs--fiction.|gonzalo, luis (fictitious character)--fiction."
Representing the undocumented worker in an injury case.,workers' compensation--law and legislation--pennsylvania--trial practice.|illegal aliens--pennsylvania.
L'emigration clandestine le profil des candidats / Penda Mbow.,illegal aliens--senegal.|senegal--emigration and immigration.
Los trabajadores migratorios frente a la justicia norteamericana [electronic resource] / Santiago Oñate.,"foreign workers, mexican--legal status, laws, etc.--united states.|migrant agricultural laborers--legal status, laws, etc.--united states.|illegal aliens--united states.|justice, administration of--united states."
Citizenship without consent [Texte imprimé] : illegal aliens in the American polity / Peter H. Schuck and Rogers M. Smith.,citizenship--united states.|illegal aliens--united states.
No childhood here : why Central American children are fleeing their homes / Elizabeth Kennedy.,unaccompanied immigrant children--united states.|unaccompanied immigrant children--central america.|illegal aliens--united states.|illegal aliens--central america.|united states--emigration and immigration--government policy.
"Immigration enforcement : overstays and student and exchange visitor program / Bryant Ellis, Oliver Fuller, editors.",united states.--department of homeland security.|u.s. immigration and customs enforcement.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.|emigration and immigration law--united states.
"Does border enforcement protect U.S. workers from illegal immigration? / Gordon H. Hanson, Raymond Robertson, Antonio Spilimbergo.","border patrols--mexican-american border region--econometric models.|wages--united states--foreign workers, mexican--econometric models.|wage differentials--mexican-american border region--econometric models.|illegal aliens--employment--united states--econometric models."
Immigration Watch.,american immigration control (organization)--periodicals.|immigration opponents--united states.|illegal aliens--united states--periodicals.|united states--emigration and immigration--periodicals.
Beauty of dreams.,"children of illegal aliens--education--law and legislation--united states--juvenile literature.|children of illegal aliens--legal status, laws, etc.--united states--juvenile literature."
"Intimate migrations [ressource électronique] : gender, family, and illegality among transnational Mexicans / Deborah A. Boehm.",mexicans--united states--social conditions.|mexican americans--social conditions.|immigrants--united states--social conditions.|transnationalism.|sex role--united states.|mexican american families.|immigrant families--united states.|illegal aliens--united states.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.
Fighting for foreigners : immigration and its impact on Japanese democracy / Apichai W. Shipper.,immigrants--political activity--japan.|aliens--political activity--japan.|illegal aliens--political activity--japan.|foreign workers--japan.|emigration and immigration law--japan.|democracy--japan.|japan--emigration and immigration--government policy.
"Determinants of emigration from Mexico, Central America, and the Caribbean / edited by Sergio Díaz-Briquets and Sidney Weintraub.",illegal aliens--united states.|united states--emigration and immigration--economic aspects.|mexico--emigration and immigration--economic aspects.|central america--emigration and immigration--economic aspects.|caribbean area--emigration and immigration--economic aspects.
Immigration detention : the migration of a policy and its human impact / edited by Amy Nethery and Stephanie J. Silverman.,illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.|detention of persons--united states.
"Shattered dreams : the story of a historic ICE raid in the words of the detainees / compiled, edited and translated by Virginia Gibbs and Luz María Hernández.","postville immigration raid, postville, iowa, 2008.|postville immigration raid, postville, iowa, 2008--personal narratives.|illegal aliens--iowa--postville.|emigration and immigration law--united states.|deportation--united states.|foreign workers, mexican--iowa--postville.|foreign workers, guatemalan--iowa--postville.|united states--emigration and immigration--government policy."
"Showdown in the Sonoran Desert [Elektronisk resurs] : religion, law, and the immigration controversy / Ananda Rose.",emigration and immigration--religious aspects--christianity.|immigrants--civil rights--united states.|illegal aliens--united states.|united states--emigration and immigration--religious aspects--christianity.|united states--emigration and immigration--government policy.|mexican-american border region--emigration and immigration.
Gömd : om barn som hålls gömda för att slippa avvisning.,refugee children--sweden.|illegal aliens--sweden.|children's rights--sweden.
"The undocumented / ITVS ; a Hiptruth Productions picture ; a film by Marco Williams ; director and producer, Marco Williams.",mexican-american border region--emigration and immigration.|united states--emigration and immigration.|mexico--emigration and immigration.|mexicans--united states.|illegal aliens--mortality--united states.|mexican-american border region.
"The knowing employment of illegal immigrants [electronic resource] : hearing before the Subcommittee on Immigration and Refugee Policy of the Committee on the Judiciary, United States Senate, Ninety-seventh Congress, first session, on employer sanctions, September 30, 1981.","foreign workers--legal status, laws, etc.--united states.|illegal aliens--united states.|sanctions, administrative--united states."
"Crossing Arizona [videorecording] / a Rainlake film ; directors, Joseph Mathew, Dan DeVivo ; producers, Dan DeVivo, Laurie MacMillan ; writer, Laurie MacMillan.",illegal aliens--arizona.|illegal aliens--mexico.|arizona--emigration and immigration.|mexico--emigration and immigration.|border patrols--arizona.
European readmission policy [electronic resource] : third country interests and refugee rights / by Nils Coleman.,emigration and immigration law--european union countries.|illegal aliens--european union countries.|deportation--european union countries.|aliens--european union countries.
TKI di Malaysia : sorotan pers.,"foreign workers, indonesian--malaysia.|illegal aliens--malaysia.|deportation--malaysia."
Reform without justice : Latino migrant politics and the homeland security state / Alfonso Gonzales.,hispanic americans--politics and government--21st century.|migrant labor--government policy--united states.|migrant agricultural laborers--government policy--united states.|illegal aliens--united states.|immigration enforcement--united states.|united states--emigration and immigration--government policy.
"Proceedings of the 1997 Regional Conference on Trafficking in Women and Children, Bangkok, Thailand.",prostitution--southeast asia--congresses.|child prostitution--southeast asia--congresses.|illegal aliens--southeast asia--congresses.
The Bracero : a novel / Eugene Nelson.,"migrant agricultural laborers--united states--fiction.|mexicans--fiction.|foreign workers, mexican--united states--fiction.|illegal aliens--united states--fiction.|agricultural laborers--fiction."
Catholic parishes and the restoration of right relationship with undocumented immigrants from Mexico / by Emily Ann Cortina.,church work with immigrants--catholic church.|restorative justice--religious aspects--christianity.|illegal aliens--united states.|church work with mexican americans.|intercultural communication--religious aspects--catholic church.|mexicans--united states.
Illegal aliens : their employment and employers / Barry R. Chiswick.,illegal aliens--employment--united states.|illegal--employment--united--states
Lupita Mañana / by Patricia Beatty ; afterword by Lucas Guttentag.,california--juvenile fiction.|mexicans--united states--juvenile fiction.|poverty--juvenile fiction.|illegal aliens--juvenile fiction.|poverty--fiction.|united states--emigration and immigration--fiction.|mexico--emigration and immigration--fiction.
The stone monkey : a Lincoln Rhyme novel / Jeffery Deaver.,"large type books.|rhyme, lincoln (fictitious character)--fiction.|police--new york (state)--new york--fiction.|chinatown (new york, n.y.)--fiction.|forensic scientists--fiction.|illegal aliens--fiction.|quadriplegics--fiction.|detective and mystery stories."
"In the shadow of the law [videorecording] / a production of KPBS-TV, San Diego ; produced and written by Paul Espinosa.","illegal aliens--united states.|mexicans--legal status, laws, etc.--united states.|mexicans--united states--economic conditions.|mexicans--united states--social conditions.|foreign worker certification--united states.|united states.--immigration reform and control act of 1986.|dvd-video discs."
"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
Immigration offenses [electronic resource] / Carol Kaplan and Kenneth Carlson.,emigration and immigration.|criminal statistics--united states.|immigrants--united states--statistics.|illegal aliens--united states--statistics.
Migra! : a history of the U.S. Border Patrol / Kelly Lytle Hernández.,u.s. border patrol--history.|illegal aliens--mexican-american border region.|mexican-american border region--history.|united states--emigration and immigration.|illegal aliens--mexican-american border region|mexican-american border region--history|united states--emigration and immigration|united states--immigration border patrol--history
Estimación del número de indocumentados a nivel estatal y municipal / Rodolfo Corona Vázquez.,illegal aliens--research--mexico.|illegal aliens--research--united states.|mexico--population--statistics.|mexico--emigration and immigration.
Southern African migration [electronic resource] : domestic and regional policy implications : papers presented at a workshop convened by CPS and held in Johannesburg on 10 April 1995 / edited by Riaan de Villiers and Maxine Reitzes.,foreign workers--south africa--congresses.|illegal aliens--south africa--congresses.|south africa--emigration and immigration--congresses.
Above the law.,women lawyers--fiction.|illegal aliens--crimes against--fiction.|legislators--united states--fiction.|texas--fiction.
"Immigration Reform and Control Act of 1982 [electronic resource] : Mr. Rodino, from the Committee on the Judiciary, submitted the following report together with additional and dissenting views (to accompany H.R. 6514) (including cost estimate of the Congressional Budget Office).","emigration and immigration law--united states.|refugees--legal status, laws, etc.--united states.|united states.--immigration reform and control act of 1986.|illegal aliens--united states."
"The impact of illegal immigration on the wages and employment opportunities of black workers [electronic resource] : a briefing before the United States Commission on Civil Rights held in Washington, DC.",african americans--employment.|african americans--economic conditions.|illegal aliens--economic aspects--united states.
Immigration / Nick Hunter.,emigration and immigration--juvenile literature.|immigrants--juvenile literature.|illegal aliens--juvenile literature.
"Metodyka rozkrytti͡a nezakonnoho perepravlenni͡a osib cherez derz͡havnyĭ kordon Ukraïny (kryminalistychni ta operatyvno-rozshukovi aspekty) : monohrafii͡a / O.S. Sainchyn, I.B. Pokhila, A.M. Prytula.",illegal aliens--ukraine.|emigration and immigration law--ukraine.
"Immigration policy on expedited removal of aliens [microform] / Alsion Siskin, Ruth Ellen Wasem.",united states--emigration and immigration.|aliens--united states.|illegal aliens--united states.|immigrants--united states.|repatriation.|return migration.
Who is dayani cristal? [videorecording].,"border crossing--arizona.|illegal aliens--united states--identification.|sandres-martinez, dilcy yohan.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy."
A historical analysis of landmark developments in educational rights of undocumented children / by Celia Hernandez.,education--united states--history.|immigrant children--civil rights--united states--history.|illegal aliens--civil rights--united states--history.
"""No interesa, vamos a seguir"" : testimonio de un inmigrante / Alfredo Amores ; edición de Luis Fernando Chueca.",illegal aliens--united states.|united states--emigration and immigration--government policy.|emigration and immigration law--united states.
"Cumulative topical index of administrative decisions under employer sanctions, unfair immigration-related employment practices and civil penalty document fraud laws of the United States [electronic resource] / United States Department of Justice.","foreign workers--legal status, laws, etc.--united states--cases--indexes--periodicals.|emigration and immigration law--united states--cases--indexes--periodicals.|illegal aliens--employment--united states--cases--indexes--periodicals.|foreign worker certification--united states--cases--indexes--periodicals."
"Unaccompanied alien children : legal issues : answers to frequently asked questions / Kate M. Manuel, Michael John Garcia.","unaccompanied immigrant children--legal status, laws, etc.--united states.|illegal aliens--united states."
Immigration reform : do immigration policies need a radical overhaul? / by Mary H. Cooper.,emigration and immigration law--united states.|united states--emigration and immigration--government policy.|illegal aliens--united states.
America libre / Raul Ramos y Sanchez.,united states--emigration and immigration--fiction.|united states--ethnic relations--fiction.|illegal aliens--united states--social conditions--fiction.|hispanic americans--crimes against--fiction.|insurgency--united states--fiction.|political violence--united states--fiction.|social change--mexican-american border region--fiction.|suspense fiction.
"Expulsion ou médiation : Cachan, la force du dialogue / Philippe B Kabongo-Mbaya, Marc Lulle ; avec la collaboration de Anne-Emmanuelle Kervella.",illegal aliens--france.|illegal aliens--government policy--france.|foreign workers--france.|france--emigration and immigration.|france--emigration and immigration--government policy.
The focus factor [electronic resource] / by Darrell Bain and Gerald Mills.,illegal aliens--fiction.|oklahoma--fiction.
The frog and the scorpion / by A.E. Maxwell.,fiddler (fictitious character)--fiction.|fiora (fictitious character)--fiction.|private investigators--california--fiction.|illegal aliens--fiction.|jewish-arab relations--fiction.|california--fiction.
Réfugiés urbains à Nairobi = Urban refugees in Nairobi.,refugees--kenya--nairobi.|refugees--kenya--nairobi--economic conditions.|illegal aliens--kenya--nairobi.|nairobi (kenya)--ethnic relations.|nairobi (kenya)--economic conditions.
"Removal of criminal and illegal aliens : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Fourth Congress, first session, March 23, 1995.",alien criminals--united states.|illegal aliens--united states.|deportation--united states.|united states--emigration and immigration--government policy.
El encuentro / Nadine Gordimer.,illegal aliens--fiction.|arabs--foreign countries--fiction.|women--arab countries--fiction.|children of the rich--fiction.|ethnic relations--fiction.|married people--fiction.|arab countries--fiction.|domestic fiction.
Impact of the Federal welfare reform on immigrants : prepared for U.S. Commission on Immigration Reform / prepared by Dolores Acevedo-Garcia [and others].,public welfare--united states.|illegal aliens--services for--united states.
Dragons of crime [videorecording] : climbing the golden mountain / a National Film Board of Canada release ; directed by Carlo Liconti ; written by Carlo Liconti ; produced by Robert Roy ... [et al.].,triads (gangs)--canada.|organized crime--canada.|organized crime--united states.|organized crime--china.|chinese--canada.|illegal aliens--canada.|china--emigration and immigration.|canada--emigration and immigration.|videorecordings for the hearing impaired.
"[Statements of Doris M. Meissner, acting commissioner Immigration and Naturalization Service concerning illegal aliens] / Doris M. Meissner.",illegal aliens--united states.|united states--emigration and immigration--government policy.
"Border insecurity : why big money, fences, and drones aren't making us safer / Sylvia Longmire.",border security--united states.|border security--government policy--united states.|united states--emigration and immigration--government policy.|immigration enforcement--united states.|illegal aliens--united states.|drug control--united states.|terrorism--united states--prevention.|national security--united states.
